feature_index,metabolite,method,inchikey,hmdb,kegg,missing_fraction,high_coverage,analysis,normalization,converged,beta_time,beta_group,beta_time_group,se_group_robust,p_group,p_time_group,working_correlation,error,q_group,q_time_group
299,N-acetylglycine,Method 1,OKJIRPAQVSHGFK-UHFFFAOYSA-N,HMDB0000532,,0.0,True,all_pre_hcc,provided_area,True,0.006600499629573554,-0.6757517262640912,-0.009766469675594842,0.16133598634789026,2.8083538713223907e-05,0.0389313389248676,0.6760964532417937,,0.018693050037357908,0.6371910443942032
694,taurohyocholate*,Method 3,XSOLDPYUICCHJX-QZWOQUDZSA-N,HMDB0011637,C15516,0.23183391003460208,False,all_pre_hcc,provided_area,True,-0.02367763293451406,2.5218133269570777,0.052250498331076506,0.6165300207220598,4.307535624176263e-05,0.038277100742194994,0.7161457304313695,,0.018693050037357908,0.6371910443942032
255,2-arachidonoylglycerol (20:4),Method 3,RCRCTBLIHCHWDZ-DOFZRALJSA-N,HMDB0004666,C13856,0.42214532871972316,False,all_pre_hcc,provided_area,True,0.01677181456527977,-1.8461052558563287,-0.02678348409002041,0.4591873852558141,5.8105696643837086e-05,0.051939524998302324,0.44919334372483016,,0.018693050037357908,0.7119046884207239
1153,4-acetylcatechol sulfate (1),Method 3,RRWBOGSYNDIRNR-UHFFFAOYSA-N,,,0.4204152249134948,False,all_pre_hcc,provided_area,True,0.007912786154478315,-1.2321715845001537,-0.010862522006129638,0.3068894931103724,5.943736100908715e-05,0.5585990526978072,0.17210012453064585,,0.018693050037357908,0.8901608221888474
548,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",Method 3,LERFMBCTNMFXCT-ILBJSTGGSA-N,,,0.7352941176470589,False,all_pre_hcc,provided_area,True,0.009593698186983657,-0.9552610805120455,-0.018918626281440223,0.2592366620714454,0.00022879278234393222,0.01011277142909096,0.8203458630681502,,0.05756426403773335,0.3975583268061384
443,hexanoylglycine,Method 3,UPCKIPHSXMXJOX-UHFFFAOYSA-N,HMDB0000701,,0.5795847750865052,False,all_pre_hcc,provided_area,True,0.013467653249605877,-0.947318751469974,-0.02156640360027654,0.26300966127397374,0.0003159726709635742,0.09421789257474265,0.5113780954572996,,0.06449928638401366,0.7746804500589951
210,taurocholate,Method 3,WBWWGRHZICKQGZ-HGVCTONRSA-N,HMDB0000036,C05122,0.0034602076124567475,True,all_pre_hcc,provided_area,True,-0.02754777435836729,1.7265272912407779,0.04666815408359633,0.4850027036564348,0.0003710946042034711,0.002452860948574677,0.7223656940955809,,0.06449928638401366,0.20571327155379623
198,arachidonoyl ethanolamide,Method 2,LGEQQWMQCRIYKG-DOFZRALJSA-N,HMDB0004080,C11695,0.5259515570934256,False,all_pre_hcc,provided_area,True,0.006114856690156817,-0.7126758398267868,-0.0019924102938886578,0.2016939274068765,0.00041017034266463377,0.860158862881006,0.3371073475462672,,0.06449928638401366,0.9756547618749309
376,gamma-glutamyltryptophan,Method 3,CATMPQFFVNKDEY-AAEUAGOBSA-N,HMDB0029160,,0.00865051903114187,True,all_pre_hcc,provided_area,True,-0.0048994977903065165,0.5301507781690091,0.008064862920583095,0.1513948492822974,0.0004621688249126475,0.0472117121611616,0.8481214919038712,,0.06460093130445672,0.6879935391895626
209,taurochenodeoxycholate,Method 3,BHTRKEVKTKCXOH-BJLOMENOSA-N,HMDB0000951,C05465,0.0,True,all_pre_hcc,provided_area,True,-0.02682611980569511,1.578060955235834,0.04509420693033687,0.4729757333647076,0.0008485500035924751,0.027942170164271717,0.7540333218977928,,0.10674759045193336,0.6306020546424962
